PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_a1,g_a2,r_a1,r_a2,i_a1,i_a2,z_a1,z_a2,y_a1,y_a2,g_std_time,r_std_time,i_std_time,z_std_time,y_std_time,g_std_mag,r_std_mag,i_std_mag,z_std_mag,y_std_mag,g_std_a1,g_std_a2,r_std_a1,r_std_a2,i_std_a1,i_std_a2,z_std_a1,z_std_a2,y_std_a1,y_std_a2,type,photo_z
147454,59867.22444,59869.94996,59871.67534,59869.30478,59868.20595,-18.499811,-19.13371,-19.132206,-19.097947,-18.7488,-7.569711498,-0.264310701,-4.459126947,0.094888676,-0.502041458,0.223114214,0.968003378,-0.105724,2.201865108,-0.602490042,0.242166293,0.164585861,0.207104901,0.391718868,0.982192933,0.01074494,0.006125557,0.008487375,0.01170959,0.036778584,1.04610686,0.235817896,0.436396345,0.131894051,0.210279778,0.082337098,0.209452842,0.101090069,0.352250996,0.196386252,SN Ia,0.357
319205,60628.8699,60639.9019,60645.424,60646.37748,,-18.897936,-18.341067,-17.702621,-17.792662,,-6.1824835,-0.0743607,-6.1891873,0.35838676,-2.7207628,0.67798616,-0.120897839,0.428033704,,,0,0.98246358,2.53847365,0.669592367,,0.03409059,0.03638671,0.09694422,0.906890548,,1.021121,0.31845313,0.59946584,0.22154901,0.26791489,0.12896339,0.256723037,0.133450995,,,SN II,0.576
3702,,60367.87308,60371.89953,60374.72608,,,-19.310698,-20.106055,-20.053287,,,,-8.551972144,0.439298653,-5.911370254,0.961156555,-1.63240582,0.999305415,,,,0.879171719,0.735327794,1.742062368,,,0.050200988,0.030811468,0.042577939,,,,0.884864738,0.283693963,0.339315631,0.155991248,0.322308483,0.160482462,,,SN Ia,0.859
80082,,60581.12955,60584.45644,60581.80804,,,-18.984552,-19.60635,-19.715016,,,,-8.863963493,0.576735715,-6.933660687,1.027428263,-2.115685196,1.186184602,,,,0.802396936,1.338791165,3.303643219,,,4.717197784,0.05571964,0.07673469,,,,1.000073746,0.321920474,0.368649339,0.177882182,0.34632809,0.175799751,,,SN Ia,0.949
181331,60635.6451,60646.4951,60646.4951,60646.4951,,-19.764899,-18.68171,-18.319517,-18.240235,,-7.3193435,-0.0340722,-4.1624578,1.26129327,-2.2781477,0.76403762,0.05472765,0.4064257,,,18.1391362,0,0,0,,1.29597483,0.03086537,0.04913483,0.06910227,,1.29340665,0.34448074,0.55071215,0.18602525,0.25879755,0.12252682,0.24995698,0.12910116,,,SN II,0.55
278417,,60242.2922,60246.3225,60248.9825,,,-19.28353,-19.519189,-19.307049,,,,-5.9216546,0.51084014,-4.0367048,0.92351516,-0.9556419,0.78048672,,,,2.00277015,0,2.0609313,,,0.04544635,0.05231236,0.08396426,,,,0.69059208,0.26788285,0.28405587,0.14774813,0.29277112,0.15163449,,,SN II,0.74
149211,,,,60185.98497,,,,,-20.264459,,,,,,,,-3.308384575,1.730356575,,,,,,3.987750821,,,,,0.070659219,,,,,,,,0.412248937,0.208028945,,,SN Ia,1.187
288242,59864.2277,59872.7212,59875.123,59875.2493,59873.03673,-18.254504,-17.696321,-17.76862,-17.842456,-17.820947,-7.7518131,-0.1366728,-3.2050914,0.87225053,-0.1957807,0.44228773,1.08706772,-0.0329722,2.338890895,-0.464203054,0.4690343,0.43127093,0.7883989,0.70094077,1.284204297,0.01726964,0.01814194,0.03359351,0.03330653,1.156792907,1.05562865,0.26075213,0.46419506,0.15553925,0.21764463,0.10047649,0.21291257,0.11050968,0.356415226,0.215756091,SN II,0.349
312064,60607.20955,60614.3578,,,,-18.685162,-18.928044,,,,-8.043166984,-0.186645232,-8.5140131,0.33196551,,,,,,,3.387714895,1.18501357,,,,6.802823393,0.05214911,,,,2.452639191,0.466326667,0.88613776,0.29029436,,,,,,,SN II,0.839
212801,,,,59941.5793,59938.18262,,,,-20.174981,-20.200749,,,,,,,-3.7278533,1.94864565,-1.220511636,0.847178309,,,,4.82390486,2.823443671,,,,0.09170472,2.383131785,,,,,,,0.43633795,0.22107609,0.840005361,0.514423655,SN Ia,1.272
156835,,60593.83007,60602.5961,60601.90401,60603.59485,,-19.075144,-19.861592,-20.081922,-19.754438,,,-8.975910067,0.575941831,-7.148704397,1.020661251,-2.266820509,1.168657657,-0.045504827,0.419547176,,2.096052068,1.107950848,1.893236013,2.357006669,,0.085673228,0.032660728,0.037342825,0.652897067,,,1.014383589,0.325218904,0.373503471,0.178964956,0.349923923,0.174702761,0.664840677,0.405968145,SN Ia,0.967
157723,,60598.53491,60602.3907,60609.3106,60604.03163,,-19.089023,-20.076025,-20.448036,-20.447126,,,-9.531502554,0.614818034,-8.5046566,1.22948913,-2.7706644,1.63072406,-0.549311081,0.594778308,,0.897904524,0,1.89038067,2.612741595,,1.456136966,0.03494976,0.03537474,0.669182881,,,1.159824873,0.360755585,0.41022638,0.19602623,0.38504188,0.18737651,0.736677292,0.451492101,SN Ia,1.096
246087,60564.24079,60560.0667,60567.8384,60567.2352,,-16.253064,-17.364907,-17.327797,-17.135093,,-6.485308738,0.10915842,-4.0073336,0.43030582,-0.1690144,0.37117049,1.14934564,-0.1390928,,,1.94687931,5.47818015,1.77877165,3.82455387,,7.859402282,0.29866786,0.05451521,0.12750554,,1.200893527,0.267430057,0.42514813,0.18285734,0.20540435,0.10078852,0.20452422,0.11045027,,,SN Iax,0.329
253580,60592.4395,60603.0447,60603.1075,60603.74169,,-18.802758,-18.257788,-17.939762,-17.858376,,-7.2262536,-0.1284829,-6.0401449,0.22758225,-2.1352661,0.6187656,0.154458781,0.315037146,,,1.02974539,0.60030698,0,0.639039029,,0.03768248,0.02415594,0.04717062,0.243091254,,1.20886925,0.32449608,0.58943959,0.20078149,0.25463148,0.12096106,0.245656101,0.128179929,,,SN II,0.524
243659,59921.77766,59927.1597,59928.4318,59931.5854,59929.5769,-18.13699,-19.684001,-19.743393,-19.731878,-19.685002,-7.523824908,-0.045678666,-6.5253623,0.35037695,-2.9981831,0.64016516,-0.2223039,0.47101937,1.3831166,-0.1201093,2.703859398,0.34794527,0.91567914,1.2132421,2.87798609,5.043086916,0.01147906,0.01345758,0.0230028,0.05362646,1.800931031,0.363355001,0.64726794,0.19445619,0.27319415,0.13126766,0.26110897,0.13551653,0.46636647,0.28336097,SN Ia,0.596
62642,59874.8161,59873.2579,59879.3833,59881.53489,,-18.018296,-17.468243,-17.506254,-17.614954,,-6.869070791,0.060473637,-2.774725655,0.79347729,-0.775935914,0.592859624,0.791499255,0.146621254,,,2.161937176,0,0.834561988,1.135862153,,4.280769523,0.026881302,0.045070195,0.06176893,,1.372159387,0.294599267,0.414800405,0.178126854,0.228822011,0.107874506,0.223735205,0.116678917,,,SN II,0.413
81244,60167.78833,60167.7409,60171.4123,60172.69161,60168.54215,-15.653486,-15.865432,-16.072536,-16.161417,-16.071835,-2.385861222,0.337970735,2.521791993,0.169144181,1.898547764,0.177736078,1.991761002,-0.375253192,2.93740147,-0.68576004,1.264789832,0,0.739040833,0.935482013,1.115655412,0.0354939,0.032507627,0.03548843,0.049966002,2.045611156,0.675195239,0.221625773,0.247315372,0.14067628,0.181655106,0.087717781,0.186920894,0.101527469,0.307251073,0.185007545,SN II,0.193
146093,,59964.26444,59967.72055,59966.58743,,,-18.909933,-19.874735,-20.151695,,,,-9.047538678,0.586091676,-7.297828085,1.088747356,-2.26893209,1.29394312,,,,0.825527533,1.800744235,3.665529589,,,6.152686953,0.046496787,0.057660591,,,,1.038074223,0.331321205,0.380140478,0.184827624,0.355515071,0.179692182,,,SN Ia,0.985
225849,59824.40223,59830.0821,59828.6641,59838.3731,,-17.486925,-17.508538,-17.415398,-17.639123,,-6.75307215,0.075505809,-1.2436801,0.09464241,-0.3892048,0.42477296,1.19508116,-0.0010974,,,2.093225042,0.86195642,0.00010755,0,,5.153983953,0.04072452,0.05767031,0.06675583,,1.317325498,0.285816655,0.35423742,0.17719385,0.2092103,0.10374532,0.20712498,0.11469788,,,SN II,0.387
318588,60606.65083,60610.4865,60612.802,60622.2741,,-17.698165,-17.988769,-18.080772,-18.116767,,-7.387145256,-0.020165548,-4.8801401,0.75022925,-1.6156958,0.6103604,0.11871876,0.3754092,,,2.567266391,1.03658041,0,1.93293717,,5.034640323,0.02894602,0.04349575,0.09082044,,1.692255581,0.34590812,0.58021244,0.21427024,0.23984575,0.1223501,0.24770398,0.13061888,,,SN II,0.552
289,,60595.11962,60598.13786,60599.76223,60598.6294,,-18.646414,-19.577732,-19.640409,-19.849249,,,-8.372181885,0.55434681,-5.938134977,0.978615563,-1.614889032,1.035788813,0.357499648,0.265336544,,0.748025748,1.244394238,2.180561372,2.154876497,,3.067307631,0.041257737,0.046744306,0.677791095,,,0.91227579,0.299810579,0.342326308,0.165316883,0.322435043,0.162328521,0.606933224,0.370626292,SN Ia,0.863
245474,60621.0423,60624.0266,60626.3366,60628.0938,60624.70026,-17.34155,-18.242866,-18.340368,-18.302973,-18.400737,-7.4704649,-0.0320223,-5.5953066,0.17846441,-1.3413078,0.46627,0.51628394,0.07339845,1.98985874,-0.336699174,0.91787398,0.57921295,0.82221848,1.06835327,1.411316058,0.05369056,0.02173046,0.03340323,0.03682172,1.44108034,1.37331581,0.29209277,0.51998622,0.19627303,0.23228918,0.11137711,0.2269619,0.11860144,0.393219413,0.23852354,SN Iax,0.439
311885,,60539.827,60538.6813,60538.7909,60541.9921,,-16.430247,-17.035459,-17.379214,-17.716099,,,-2.1878497,0.40157924,1.02849861,0.3072005,1.64915622,-0.1979228,2.76854972,-0.5014464,,0.7429973,0.4906343,0,0.65120304,,0.03507705,0.02221641,0.019493,0.03743828,,,0.39717146,0.16596012,0.17430952,0.0898134,0.15969288,0.09800831,0.26608216,0.17942638,SN Ibc,0.213
64363,59766.22271,59766.97097,59771.8242,59778.43038,,-18.496754,-18.479387,-18.279495,-18.337262,,-7.222376676,0.007656643,-4.491811917,0.415079863,-1.510572758,0.559827181,0.309099194,0.290255372,,,2.422320599,1.586430443,0,1.7355385,,4.79626406,0.03391956,0.04494512,0.091178521,,1.577483694,0.327460469,0.509371858,0.211886526,0.231574722,0.119018792,0.239347518,0.125501779,,,SN II,0.504
89503,59851.68901,59862.93523,59860.74001,59858.53789,,-17.007331,-16.262929,-16.432969,-16.963777,,-7.050671001,0.033478718,-2.76827926,0.625602327,0.509067003,0.380599015,1.43486033,-0.148240742,,,0,0.797105217,1.256767733,1.346373339,,0.042559626,0.043626601,0.050686148,0.050567512,,0.96237847,0.234243321,0.439783423,0.171037578,0.205830733,0.097575936,0.200177217,0.108228455,,,SN II,0.293
67317,60634.9078,60643.26155,60645.1768,,,-18.036098,-17.472397,-17.357325,,,-5.7443348,-0.10036404,-5.033514611,0.445577343,-1.511018969,0.557505819,,,,,1.079904189,0.871465546,0,,,0.033171645,0.04569812,0.067219915,,,0.916156528,0.296354106,0.544063207,0.198790389,0.241085653,0.114651255,,,,,SN II,0.467
338942,60593.42675,60593.2689,60601.033,60602.66427,,-18.248988,-18.572086,-17.867815,-17.804196,,-7.747291797,-0.093880834,-6.8937222,0.57418134,-3.9093196,0.75415402,-0.65490175,0.650541093,,,2.969754379,1.47819773,2.76869762,0.73400677,,9.336949445,0.05850982,0.09605983,1.626062204,,2.013924802,0.397433208,0.71627348,0.25121076,0.29445519,0.14255071,0.280010349,0.144755703,,,SN II,0.679
18202,60166.01992,60172.47076,,,,-19.114522,-19.016101,,,,-7.922112068,-0.142519457,-7.960612848,0.385588532,,,,,,,3.13502472,0.99194781,,,,6.353356528,0.039415587,,,,2.240211054,0.43315979,0.797508532,0.267219897,,,,,,,SN II,0.763
2372,60207.29481,60213.8133,60217.42577,60213.2095,60214.4389,-18.128563,-17.817861,-17.908459,-17.954786,-18.01996,-6.4961317,-0.03312692,-1.216735508,0.495048078,0.375219662,0.521924661,1.715215141,-0.015861216,2.504105303,-0.46255235,1.402347854,0.675419546,0.538597338,0,1.963007617,0.044966638,0.027453339,0.026695853,0.036873592,0.078893175,0.897589517,0.258091625,0.36350983,0.171630435,0.201404694,0.098363071,0.193925875,0.108338822,0.339617391,0.210957838,SN II,0.334
331234,,59813.94844,59816.8374,59821.5608,,,-18.44567,-19.697663,-19.676875,,,,-8.143700136,0.545026198,-5.6342434,0.83928285,-1.4205535,0.96494237,,,,0.725719023,1.23777542,1.45849746,,,4.26540323,0.0441821,0.05974842,,,,0.876817484,0.290727551,0.33380705,0.16043959,0.3157804,0.16120914,,,SN Ia,0.827
171499,,,59817.14922,59819.8132,59817.46693,,,-19.766981,-19.877969,-19.806761,,,,,-5.657441224,0.933959437,-1.4302073,0.97415743,0.462290196,0.229326765,,,0.839961721,5.85300582,2.0019237,,,10.76250174,0.16654402,2.628787021,,,,,0.338386502,0.165457973,0.31723115,0.16293009,0.592186964,0.361838529,SN Ia,0.837
61582,,60505.0148,60507.23962,60508.62796,60506.62286,,-19.313787,-19.491657,-19.517333,-19.580293,,,-6.761195687,0.496891088,-3.536523368,0.712909828,-0.462592433,0.569609551,1.208766639,-0.048077262,,0.616192865,1.751152916,0.710384001,1.74531744,,4.348802111,0.056673914,0.69127499,1.454213863,,,0.706704552,0.246071226,0.280482297,0.137013052,0.271386272,0.14058854,0.489319816,0.298054079,SN Ia,0.642
70832,,,59926.71331,59930.82917,,,,-18.789156,-19.526326,,,,,,-8.126081643,1.173720894,-2.642501549,1.455031626,,,,,0.999285557,5.143607357,,,,10.42851148,0.063467388,,,,,,0.403725857,0.1987426,0.377061939,0.191101269,,,SN Ia,1.059
131655,60561.84861,60566.56689,60569.28094,60568.06615,60568.17951,-18.923191,-19.768655,-19.681039,-19.635195,-19.299827,-6.171363351,0.275677974,-4.738703555,0.512745811,-0.550636665,0.461518472,0.870840338,0.116564009,2.357358531,-0.298536532,2.793597735,0.523511601,0.481993601,0.657829841,1.826636237,0.153036312,0.014343746,0.012337076,0.017221704,0.047768636,0.614181127,0.2731807,0.226200898,0.164640553,0.122977961,0.086357719,0.126067177,0.09413543,0.273002685,0.204422747,SN Ia,0.417
124884,59854.38522,59858.61282,59858.208,59864.85269,,-16.934229,-17.111941,-17.336104,-17.561087,,-6.548683334,0.101247517,-1.432204331,0.335305461,0.413126746,0.375741428,1.315144271,-0.108709181,,,1.686360758,1.132630919,0,1.264655848,,0.077727393,0.047091237,0.041068894,0.07120643,,1.229303125,0.272299623,0.381993434,0.179322232,0.199741103,0.09986254,0.207720086,0.111864286,,,SN II,0.348
122160,,60579.27011,60582.95411,60583.3586,60583.69565,,-19.951401,-20.508381,-20.431177,-20.252255,,,-9.591447415,0.100549185,-6.429722144,1.094003699,-2.019759187,1.007623033,0.175620195,0.336626743,,0.619449792,0.589483001,1.009248125,2.247715159,,0.041670621,0.031740936,0.037998961,0.497850343,,,0.841796459,0.266249914,0.336612459,0.151907359,0.31453718,0.156115767,0.633019426,0.386176545,SN Ia,0.911
178212,,60205.698,60207.3742,60209.439,60207.718,,-19.403967,-19.714453,-19.700985,-19.738282,,,-7.236449,0.40351518,-4.0649699,0.62001149,-0.6814197,0.64645668,1.15394296,0.10611241,,0.44871647,0.60656918,1.08024142,2.27512242,,0.02892895,0.02627511,0.03439466,0.08188674,,,0.66599829,0.20803715,0.2790327,0.12633591,0.2663618,0.13290304,0.5014638,0.2912694,SN Ia,0.674
209942,,60193.3683,60193.2135,60193.7672,60192.64306,,-19.295858,-19.642586,-19.721789,-19.752339,,,-6.7595976,0.48712409,-3.5897939,0.76559787,-0.4075455,0.64757471,1.175077619,-0.035563322,,1.43326109,1.26696503,1.96618009,1.761238949,,0.03465615,0.03252401,0.03850513,1.17763418,,,0.64711706,0.24393434,0.2717765,0.13651249,0.25754977,0.13801861,0.493885986,0.300981996,SN Ia,0.651
40666,60287.5375,60290.29251,60291.84273,60290.98802,60286.89359,-19.798578,-19.973384,-19.895529,-19.642196,-19.285373,-5.875517787,0.156148988,-3.484767967,0.764641561,-0.17892944,0.630901934,1.155419135,0.232941015,2.365034128,-0.302262774,0.186845082,0.138402934,0.129084662,0.165299994,0.48637141,0.006733365,0.007742434,0.007381776,0.010054407,0.024779509,0.996276081,0.199957949,0.461713395,0.124590862,0.215707539,0.085705173,0.212258074,0.099576736,0.354970794,0.187819001,SN Ia,0.36
24766,,60224.13068,60227.65167,60229.51475,60228.89435,,-18.816823,-19.878662,-20.099534,-19.975417,,,-9.134746467,0.590710578,-7.474833045,1.1530309,-2.366865054,1.307747896,-0.198687209,0.483653927,,0.837156351,1.480292559,2.900991504,2.427173161,,4.232496009,0.04111297,0.048023298,0.922329013,,,1.05731825,0.336048048,0.385785736,0.185379986,0.361644683,0.182171646,0.684416243,0.417212097,SN Ia,1.003
218984,60177.59837,60181.311,60182.89963,,,-17.393798,-17.642066,-16.666972,,,-7.077466629,0.030263079,-5.1109841,0.45080279,-1.521952677,0.532176644,,,,,2.209562934,2.29996622,0.523184554,,,7.834085992,0.07536138,2.149714558,,,1.487433711,0.313008616,0.56479519,0.20769698,0.24223466,0.115876085,,,,,SN II,0.465
6897,60580.135,60568.963,60571.02477,,,-18.986106,-19.65666,-19.03037,,,-5.684951105,-0.02621365,-4.086402852,-0.000194702,-2.985550788,0.673047622,,,,,10.06744892,0,0.590672129,,,0.695775776,0.118436595,0.430706966,,,1.156779512,0.351201682,0.594967564,0.215897414,0.273142673,0.132009943,,,,,SN II,0.596
294853,,,60356.39589,60360.721,,,,-19.395719,-19.915287,,,,,,-8.481917479,1.208285061,-2.7938558,1.54774046,,,,,1.022970696,5.95681374,,,,14.29208784,0.09213934,,,,,,0.413425131,0.203666326,0.38556657,0.1958657,,,SN Ia,1.091
193778,59856.0988,59861.4638,59863.0001,59864.6502,59863.9376,-18.590686,-19.876348,-19.803924,-19.764884,-19.642643,-8.7188249,-0.1446841,-7.097284,0.38748664,-2.9639558,0.57562169,-0.2274627,0.46439041,1.49159093,-0.0827253,1.15504609,0.24706753,0.3564461,0.54436561,1.34133614,0.05321922,0.01587461,0.01573167,0.02043484,0.05264074,1.6113387,0.35381151,0.41884069,0.18605969,0.23262464,0.11331755,0.21894657,0.11503701,0.45111551,0.2571953,SN Ia,0.586
279109,59859.5088,59863.1822,59865.0573,59865.8603,59863.8191,-18.617273,-19.6962,-19.662684,-19.73832,-19.5337,-8.0680337,-0.0943159,-5.7778167,0.6840198,-1.8825956,0.80244352,0.2717834,0.26065847,2.00997318,-0.2429017,0.48367801,0.20298098,0.28930868,0.36325554,0.94448024,0.03280015,0.00999706,0.01027437,0.01322505,0.03764801,1.28090125,0.30618337,0.31333377,0.14782526,0.18213008,0.09402283,0.18355273,0.10301472,0.34469124,0.23343606,SN Ia,0.506
341829,,59771.7705,59777.1835,59781.7448,,,-18.917778,-19.04565,-19.385004,,,,-3.1495832,0.31415628,-3.1137281,0.75553468,0.2821917,0.35161422,,,,1.52313965,1.09863626,0.95080783,,,0.02717895,0.04187927,0.04170715,,,,0.49351823,0.23077492,0.27636027,0.13577845,0.2458253,0.12747522,,,SN II,0.648
2794,60220.42356,60224.84247,60228.24499,60230.0798,60232.23819,-17.955314,-19.498486,-19.930038,-19.832892,-19.938186,-7.789665541,-0.104829002,-6.610565747,0.75880264,-4.08360244,0.813538094,-0.734003705,0.703191133,0.921960109,-0.079145428,3.031969484,0.692184796,0.543597914,1.195980217,1.496766854,5.907935696,0.015799182,0.019861301,0.028816864,0.064333742,2.064481868,0.405419243,0.682374621,0.219903017,0.293786777,0.136990942,0.282259801,0.142844001,0.515548858,0.304841147,SN Ia,0.698
41790,60266.93147,60268.4812,60273.23112,60270.46396,60272.22753,-17.57931,-18.822392,-18.693705,-18.889724,-18.555512,-7.428912866,-0.027720635,-5.653653028,0.64681523,-2.603581967,0.664345354,-0.058703385,0.406023182,1.504790914,-0.157670816,2.60725548,1.178416394,1.478754603,2.193851075,1.612335053,8.007232482,0.04832327,0.054205364,0.069828147,1.547925447,1.723992042,0.351009773,0.626722238,0.22186991,0.265158803,0.127264197,0.254045467,0.131934379,0.451216433,0.274479711,SN II,0.565
27501,,60528.57835,60530.8284,60538.53693,60530.25396,,-18.171451,-18.715394,-18.977346,-19.004897,,,-6.819895439,0.49876599,-3.483035252,0.809660483,-0.419391069,0.625666478,1.188582779,-0.03719257,,0.620127539,1.489786804,2.023609951,1.757444248,,3.255116398,0.049371784,0.047255881,1.307644684,,,0.712777592,0.247688558,0.283062947,0.135955038,0.27041335,0.139989102,0.492059356,0.30030529,SN Ibc,0.649
26422,,59892.89862,59895.02286,59894.61515,59900.03601,,-19.410169,-20.114538,-20.004382,-20.203177,,,-8.265436689,0.538902471,-6.437249406,0.957261236,-1.796388552,1.086514752,0.272710377,0.387837207,,0.906837187,0.646050466,1.201684354,2.744651917,,0.037258661,0.02767459,0.037213949,0.113512946,,,0.804017103,0.281324236,0.330693412,0.157741242,0.317496894,0.160825978,0.611431406,0.358025581,SN Ia,0.896
244356,,59912.0364,59913.8337,59916.3125,59915.4801,,-19.402157,-19.594806,-19.661364,-19.608774,,,-7.4007551,0.33013987,-3.6243136,0.63605912,-0.5304822,0.53947953,1.29481766,0.02081185,,0.3471567,0.54460195,0.86031355,3.12254346,,0.01827645,0.02158337,0.02578068,0.07567115,,,0.59027372,0.17548371,0.26336564,0.11904571,0.25447827,0.1247942,0.48439218,0.29027249,SN Ia,0.637
86351,60002.20979,60004.57901,60007.7342,60017.16717,,-18.347616,-18.022947,-18.114365,-18.057518,,-7.203883849,0.012379577,-5.501009493,0.392096257,-1.357947887,0.548169293,0.547726884,0.211053768,,,2.396816866,1.360585277,0,0.000199997,,4.125847023,0.050060281,0.057414018,0.077845939,,1.55718725,0.324453518,0.56745481,0.212969474,0.234685196,0.117432291,0.232270877,0.123494008,,,SN II,0.496
217658,60232.68955,60237.5786,60239.6277,,,-17.801099,-18.277823,-18.345631,,,-7.514988919,-0.043942353,-5.1078457,0.44257583,-2.944234481,0.67047545,,,,,2.590853273,1.31101208,0.589034078,,,7.582408522,0.05823058,1.946666147,,,1.793422437,0.36215187,0.56130514,0.23437883,0.272596422,0.131632935,,,,,SN II,0.593
65218,60516.47368,60525.78964,60527.91515,60523.92736,60526.19439,-19.209443,-19.191852,-19.210997,-19.235263,-18.723337,-7.357672404,0.147094666,-4.628525921,0.433254737,-0.569944587,0.46593503,0.759050152,0.07141803,2.149545846,-0.49790279,10.47513517,1.961324236,1.518097073,1.9607301,3.74552254,0.937375599,0.100070811,0.048642309,0.08692598,0.1534222,0.894924513,0.269783579,0.298268838,0.178906645,0.15343656,0.082238436,0.174825845,0.096419134,0.334510146,0.201104858,SN Ia,0.346
238925,,,60191.6417,60195.5221,,,,-19.615462,-19.787491,,,,,,-7.725759554,1.134842666,-2.469056,1.38578862,,,,,0.972825541,5.15942554,,,,10.12818071,0.09886151,,,,,,0.392886879,0.193235466,0.36650726,0.18695195,,,SN Ia,1.023
49902,60278.2765,60282.37212,60282.07315,60282.08782,60278.91577,-16.600968,-16.796427,-16.885784,-16.964544,-16.822056,-4.408332601,0.428148035,-0.825146106,0.741737837,2.214852921,0.273230023,2.218453144,-0.443381297,3.156419858,-0.766875558,0.537547975,0.295413207,0.338737836,0.319190562,1.074301131,0.018110839,0.006245506,0.007379563,0.009417493,1.245221645,0.836062723,0.208789996,0.381714567,0.143447354,0.18882721,0.085468346,0.188262142,0.09913807,0.295229672,0.177469689,SN II,0.136
